Phylum
__Acidobacteria
__Proteobacteria
__Firmicutes
__Nitrospirae
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Nitrospirae
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Gemmatimonadetes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Bacteroidetes
__Actinobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Acidobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Acidobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Chloroflexi
__Actinobacteria
__Actinobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Verrucomicrobia
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Actinobacteria
__Chloroflexi
__Proteobacteria
__Chloroflexi
__Armatimonadetes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Chloroflexi
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Chloroflexi
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Gemmatimonadetes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Chloroflexi
__Firmicutes
__Acidobacteria
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Acidobacteria
__Firmicutes
__Cyanobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Actinobacteria
__Chloroflexi
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Firmicutes
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Acidobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Gemmatimonadetes
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Bacteroidetes
__Actinobacteria
__Firmicutes
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Chloroflexi
__Bacteroidetes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Dictyoglomi
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Chloroflexi
__Firmicutes
__Proteobacteria
__Proteobacteria
__Acidobacteria
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Nitrospirae
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Actinobacteria
__Verrucomicrobia
__Firmicutes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Actinobacteria
__Verrucomicrobia
__Chloroflexi
__Bacteroidetes
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Cyanobacteria
__Bacteroidetes
__Proteobacteria
__Gemmatimonadetes
__Verrucomicrobia
__Gemmatimonadetes
__Proteobacteria
__Gemmatimonadetes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Actinobacteria
__Chloroflexi
__Actinobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Gemmatimonadetes
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Chloroflexi
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Gemmatimonadetes
__Actinobacteria
__Planctomycetes
__Proteobacteria
__Gemmatimonadetes
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Firmicutes
__Acidobacteria
__Firmicutes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Verrucomicrobia
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Gemmatimonadetes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Chloroflexi
__Acidobacteria
__Verrucomicrobia
__Firmicutes
__Proteobacteria
__Planctomycetes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Gemmatimonadetes
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Actinobacteria
__Planctomycetes
__Acidobacteria
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Acidobacteria
__Proteobacteria
__Firmicutes
__Acidobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Acidobacteria
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Planctomycetes
__Proteobacteria
__Firmicutes
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Verrucomicrobia
__Bacteroidetes
__Planctomycetes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Actinobacteria
__Chloroflexi
__Chloroflexi
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Planctomycetes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Verrucomicrobia
__Acidobacteria
__Acidobacteria
__Firmicutes
__Chloroflexi
__Proteobacteria
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Verrucomicrobia
__Firmicutes
__Actinobacteria
__Bacteroidetes
__Proteobacteria
__Chloroflexi
__Actinobacteria
__Acidobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Chloroflexi
__Firmicutes
__Firmicutes
__Verrucomicrobia
__Firmicutes
__Actinobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Verrucomicrobia
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Cyanobacteria
__Bacteroidetes
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Dictyoglomi
__Planctomycetes
__Firmicutes
__Firmicutes
__Acidobacteria
__Planctomycetes
__Chloroflexi
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Verrucomicrobia
__Acidobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Planctomycetes
__Gemmatimonadetes
__Planctomycetes
__Proteobacteria
__Proteobacteria
__Verrucomicrobia
__Firmicutes
__Firmicutes
__Planctomycetes
__Cyanobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Chloroflexi
__Actinobacteria
__Planctomycetes
__Acidobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Cyanobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Actinobacteria
__Verrucomicrobia
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Chloroflexi
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Chloroflexi
__Proteobacteria
__Firmicutes
__Gemmatimonadetes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Planctomycetes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Chlamydiae
__Gemmatimonadetes
__Acidobacteria
__Actinobacteria
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Firmicutes
__Actinobacteria
__Chloroflexi
__Actinobacteria
__Gemmatimonadetes
__Firmicutes
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Acidobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Acidobacteria
__Acidobacteria
__Actinobacteria
__Acidobacteria
__Firmicutes
__Chloroflexi
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Firmicutes
__Verrucomicrobia
__Firmicutes
__Acidobacteria
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Gemmatimonadetes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Thermodesulfobacteria
__Acidobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Acidobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Actinobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Acidobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Planctomycetes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Planctomycetes
__Bacteroidetes
__Acidobacteria
__Acidobacteria
__Actinobacteria
__Proteobacteria
__Planctomycetes
__Chloroflexi
__Actinobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Planctomycetes
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Chloroflexi
__Firmicutes
__Firmicutes
__Firmicutes
__Planctomycetes
__Firmicutes
__Planctomycetes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Actinobacteria
__Verrucomicrobia
__Firmicutes
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Acidobacteria
__Bacteroidetes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Actinobacteria
__Planctomycetes
__Actinobacteria
__Chloroflexi
__Chloroflexi
__Firmicutes
__Actinobacteria
__Proteobacteria
__Armatimonadetes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Firmicutes
__Proteobacteria
__Planctomycetes
__Planctomycetes
__Firmicutes
__Planctomycetes
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Planctomycetes
__Actinobacteria
__Actinobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Planctomycetes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Planctomycetes
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Gemmatimonadetes
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Acidobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Gemmatimonadetes
__Actinobacteria
__Firmicutes
__Planctomycetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Chloroflexi
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Gemmatimonadetes
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Chloroflexi
__Firmicutes
__Actinobacteria
__Chloroflexi
__Bacteroidetes
__Bacteroidetes
__Acidobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Gemmatimonadetes
__Chloroflexi
__Proteobacteria
__Gemmatimonadetes
__Firmicutes
__Planctomycetes
__Firmicutes
__Planctomycetes
__Proteobacteria
__Thaumarchaeota
__Planctomycetes
__Bacteroidetes
__Firmicutes
__Acidobacteria
__Firmicutes
__Actinobacteria
__Chloroflexi
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Rhodothermaeota
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Acidobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Firmicutes
__Acidobacteria
__Gemmatimonadetes
__Firmicutes
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Verrucomicrobia
__Gemmatimonadetes
__Firmicutes
__Firmicutes
__Actinobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Planctomycetes
__Firmicutes
__Planctomycetes
__Bacteroidetes
__Proteobacteria
__Actinobacteria
__Euryarchaeota
__Firmicutes
__Verrucomicrobia
__Proteobacteria
__Chloroflexi
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Gemmatimonadetes
__Planctomycetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Actinobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Firmicutes
__Chloroflexi
__Firmicutes
__Chloroflexi
__Proteobacteria
__Gemmatimonadetes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Acidobacteria
__Acidobacteria
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Verrucomicrobia
__Acidobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Armatimonadetes
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Cyanobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Proteobacteria
__Armatimonadetes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Bacteroidetes
__Firmicutes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Verrucomicrobia
__Cyanobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Chloroflexi
__Proteobacteria
__Actinobacteria
__Gemmatimonadetes
__Acidobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Planctomycetes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Planctomycetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Planctomycetes
__Actinobacteria
__Verrucomicrobia
__Verrucomicrobia
__Gemmatimonadetes
__Firmicutes
__Firmicutes
__Acidobacteria
__Bacteroidetes
__Acidobacteria
__Firmicutes
__Bacteroidetes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Proteobacteria
__Actinobacteria
__Planctomycetes
__Bacteroidetes
__Firmicutes
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Chloroflexi
__Planctomycetes
__Gemmatimonadetes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Acidobacteria
__Actinobacteria
__Acidobacteria
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Gemmatimonadetes
__Bacteroidetes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Firmicutes
__Planctomycetes
__Planctomycetes
__Verrucomicrobia
__Proteobacteria
__Actinobacteria
__Gemmatimonadetes
__Chloroflexi
__Gemmatimonadetes
__Acidobacteria
__Bacteroidetes
__Chloroflexi
__Proteobacteria
__Actinobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Planctomycetes
__Bacteroidetes
__Planctomycetes
__Bacteroidetes
__Planctomycetes
__Firmicutes
__Actinobacteria
__Planctomycetes
__Actinobacteria
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Planctomycetes
__Proteobacteria
__Firmicutes
__Verrucomicrobia
__Bacteroidetes
__Planctomycetes
__Bacteroidetes
__Chlamydiae
__Firmicutes
__Proteobacteria
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Chloroflexi
__Proteobacteria
__Planctomycetes
__Planctomycetes
__Firmicutes
__Bacteroidetes
__Bacteroidetes
__Acidobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Planctomycetes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Verrucomicrobia
__Proteobacteria
__Firmicutes
__Verrucomicrobia
__Bacteroidetes
__Acidobacteria
__Bacteroidetes
__Acidobacteria
__Proteobacteria
__Actinobacteria
__Planctomycetes
__Armatimonadetes
__Proteobacteria
__Verrucomicrobia
__Chloroflexi
__Proteobacteria
__Firmicutes
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Firmicutes
__Acidobacteria
__Actinobacteria
__Proteobacteria
__Planctomycetes
__Proteobacteria
__Chloroflexi
__Firmicutes
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Planctomycetes
__Actinobacteria
__Actinobacteria
__Planctomycetes
__Planctomycetes
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Actinobacteria
__Planctomycetes
__Firmicutes
__Proteobacteria
__Actinobacteria
__Firmicutes
__Actinobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Acidobacteria
__Proteobacteria
__Proteobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Gemmatimonadetes
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Actinobacteria
__Bacteroidetes
__Actinobacteria
__Verrucomicrobia
__Nitrospirae
__Proteobacteria
__Actinobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Proteobacteria
__Proteobacteria
__Proteobacteria
__Bacteroidetes
__Proteobacteria
__Proteobacteria
__Firmicutes
__Proteobacteria
__Bacteroidetes
__Actinobacteria
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Firmicutes
__Cyanobacteria
__Firmicutes
__Proteobacteria
__Firmicutes
__Firmicutes
__Planctomycetes
__Armatimonadetes
__Firmicutes
__Acidobacteria
__Proteobacteria
__Planctomycetes
__Firmicutes
__Planctomycetes
__Gemmatimonadetes
__Bacteroidetes
__Bacteroidetes
__Verrucomicrobia
__Firmicutes
__Actinobacteria
__Firmicutes
__Firmicutes
__Planctomycetes
__Bacteroidetes
__Chloroflexi
__Gemmatimonadetes
__Proteobacteria
__Actinobacteria
__Chloroflexi
__Firmicutes
__Firmicutes
__Firmicutes
__Firmicutes
__Actinobacteria
__Planctomycetes
__Bacteroidetes
__Firmicutes
__Actinobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Planctomycetes
__Actinobacteria
__Firmicutes
__Verrucomicrobia
__Planctomycetes
__Acidobacteria
__Firmicutes
__Firmicutes
__Firmicutes
__Proteobacteria
__Acidobacteria
__Firmicutes
__Firmicutes
__Acidobacteria
__Bacteroidetes
__Verrucomicrobia
__Bacteroidetes
__Proteobacteria
__Bacteroidetes
__Firmicutes
__Planctomycetes
__Planctomycetes
__Firmicutes
__Proteobacteria
__Firmicutes
__Proteobacteria
__Acidobacteria
__Acidobacteria
__Actinobacteria
__Proteobacteria
__Verrucomicrobia
__Firmicutes
